X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-76.951968164894,38.8913372561042,18018660,3700 block of Minnesota Ave NE,2018/02/02 05:00:00+00,1330,2018/02/02 05:00:00+00,2018,2,6D,Ward 7,Gender Identity/Expression,,ADW,801740,404167.17,135943.9,38.89132947,-76.9519659,,{3600CAB7-3AA0-47BE-AFB9-92100BDFF61F},,,MPD,2024/02/16 21:02:52+00,4507,
-76.9751148317011,38.9172942137185,18018893,1800 block of New York Ave NE,2018/02/03 05:00:00+00,0203,2018/02/03 05:00:00+00,2018,2,5D,Ward 5,Sexual Orientation,,ADW,813064,402158.31,138824.53,38.91728642,-76.97511255,,{461D6A1D-33EE-422D-9A7F-DD8600484D5F},,,MPD,2024/02/16 21:02:52+00,4508,
-76.9839299217041,38.9147649569323,18025351,1400 block of Okie St NE,2018/02/14 05:00:00+00,0710,2018/02/14 05:00:00+00,2018,2,5D,Ward 5,Sexual Orientation,,Threats,816601,401393.89,138543.59,38.91475717,-76.98392764,,{CC9C54EA-7161-4BE9-8FA3-0DE5AA386D5A},,,MPD,2024/02/16 21:02:52+00,4509,
-76.9904822859451,38.9260314877956,18027375,2800 block of 12th St NE,2018/02/17 05:00:00+00,2323,2018/02/18 05:00:00+00,2018,2,5D,Ward 5,Ethnicity/National Origin,Asian,Simple Assault,812797,400825.5,139794.19,38.92602369,-76.99048,,{AF7FDBF3-FABB-40CC-A8B6-BFC399560A1F},,,MPD,2024/02/16 21:02:52+00,4510,
-77.025020644115,38.9032476534395,18028707,900 block of Massachusetts Ave NW,2018/02/20 05:00:00+00,1245,2018/02/18 05:00:00+00,2018,2,3D,Ward 2,Gender Identity/Expression,,Simple Assault,812637,397829.91,137265.25,38.90323987,-77.02501835,,{0787EA37-1547-4527-A5DB-51E123E75260},,,MPD,2024/02/16 21:02:52+00,4511,
-76.9995039921058,38.9061864244797,18030040,1200 block of 5th St NE,2018/02/22 05:00:00+00,1240,2018/02/22 05:00:00+00,2018,2,5D,Ward 6,Sexual Orientation,,ADW,806786,400043.22,137591.18,38.90617864,-76.99950171,,{1CD459EE-A772-4F78-92A2-2A3C1129DABA},,,MPD,2024/02/16 21:02:52+00,4512,
-77.0830634119232,38.9358466392378,18039188,4200 block of Massachusetts Ave NW,2018/03/01 05:00:00+00,0100,2018/03/10 05:00:00+00,2018,3,2D,Ward 3,Sexual Orientation,,Threats,811199,392798.58,140886.99,38.93583885,-77.0830611,,{E6796DBE-716F-479C-8A09-9046605987BD},,,MPD,2024/02/16 21:02:52+00,4513,
-77.0523543020428,38.9052656615583,18037611,2400 block of M St NW,2018/03/02 05:00:00+00,2100,2018/03/07 05:00:00+00,2018,3,2D,Ward 2,Religion,Jewish,Theft,803114,395459.12,137490.27,38.90525787,-77.052352,,{37A4AC44-717C-4A5D-8D9A-99EADE063A4A},,,MPD,2024/02/16 21:02:52+00,4514,
-77.0398504645378,38.9170117998201,18035915,1700 block of U St NW,2018/03/04 05:00:00+00,1553,2018/03/04 05:00:00+00,2018,3,3D,Ward 2,Sexual Orientation,,Simple Assault,808175,396544.24,138793.64,38.91700401,-77.03984817,,{42680235-0DD9-4C07-8569-775EB73721E2},,,MPD,2024/02/16 21:02:52+00,4515,
-77.0028054634758,38.9025226044433,18035701,200 block of K St NE,2018/03/04 05:00:00+00,0352,2018/03/04 05:00:00+00,2018,3,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811123,399756.85,137184.47,38.90251482,-77.00280318,,{CACB5BE6-9539-4C48-9960-27A9D84028AA},,,MPD,2024/02/16 21:02:52+00,4516,
-76.9751148317011,38.9172942137185,18035702,2200 block of New York Ave NE,2018/03/04 05:00:00+00,0345,2018/03/04 05:00:00+00,2018,3,5D,Ward 5,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,813064,402158.31,138824.53,38.91728642,-76.97511255,,{69C03A67-972F-40B8-AB25-768E64F94A3A},,,MPD,2024/02/16 21:02:52+00,4517,
-77.0000519303568,38.876487693561,18037412,400 block of M St SE,2018/03/06 05:00:00+00,1230,2018/03/07 05:00:00+00,2018,3,1D,Ward 8,Gender Identity/Expression,,Threats,808481,399995.69193395,134294.38837806,38.87647991,-77.00004965,,{A4B6E43F-A0DF-4D0D-B5C7-98658E85F0B6},,,MPD,2024/02/16 21:02:52+00,4518,
-77.0418772951884,38.9072553274479,18042460,1800 block of N St NW,2018/03/16 04:00:00+00,0100,2018/03/16 04:00:00+00,2018,3,2D,Ward 2,Political Affiliation,,ADW,804256,396367.97,137710.67,38.90724754,-77.041875,,{8ECD33DF-B8AA-4F30-B4E8-3977CFAC1928},,,MPD,2024/02/16 21:02:52+00,4519,
-76.9883124905402,38.892794642023,18042877,200 block of 13th St NE,2018/03/16 04:00:00+00,0001,2018/03/16 04:00:00+00,2018,3,1D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,810318,401014.12,136104.65,38.89278685,-76.98831021,,{5B3A222D-46DB-4524-8546-81D7603FFD93},,,MPD,2024/02/16 21:02:52+00,4520,
-77.0176370262884,38.8778743896329,18044954,1100 block of 4th ST SW,2018/03/20 04:00:00+00,1309,2018/03/20 04:00:00+00,2018,3,1D,Ward 6,Race,Black,Threats,815976,398469.82,134448.47,38.87786661,-77.01763474,,{84B5E5A3-E0AF-45DC-AF21-0622E35D0E37},,,MPD,2024/02/16 21:02:52+00,4521,
-77.0428547712523,38.9230167693153,18047210,1800 block of Adams Mill Rd NW,2018/03/24 04:00:00+00,1449,2018/03/24 04:00:00+00,2018,3,3D,Ward 1,Race,White,Simple Assault,802257,396284.01,139460.36,38.92300898,-77.04285247,,{A816CAD7-8DA4-4620-8B83-0272377F750D},,,MPD,2024/02/16 21:02:52+00,4522,
-77.0219190334732,38.8978687544464,18048869,600 block of 7th St NW,2018/03/27 04:00:00+00,1806,2018/03/27 04:00:00+00,2018,3,1D,Ward 2,Sexual Orientation,,Simple Assault,803715,398098.8,136668.08,38.89786097,-77.02191674,,{A87897FA-07A6-4F8B-8E54-90A774032F3E},,,MPD,2024/02/16 21:02:52+00,4523,
-77.0245715033707,38.8838906514785,18048916,900 block of L'Enfant Plaza SW,2018/03/27 04:00:00+00,1853,2018/03/27 04:00:00+00,2018,3,1D,Ward 6,Race,White,Simple Assault,816202,397868.29,135116.46,38.88388287,-77.02456921,,{C2AC8D4F-1946-4816-963C-1923C94B7CCC},,,MPD,2024/02/16 21:02:52+00,4524,
-77.0229423093887,38.8991425206425,18052609,700 block of 8th St NW,2018/04/03 04:00:00+00,0701,2018/04/03 04:00:00+00,2018,4,1D,Ward 2,Race,Black,Theft,807877,398010.07,136809.5,38.89913473,-77.02294002,,{D704F027-FE79-4E37-BCDB-2429D6FF93C0},,,MPD,2024/02/16 21:02:52+00,4525,
-76.9975467665525,38.9103970812827,18054104,500 block of Penn St NE,2018/04/04 04:00:00+00,1540,2018/04/04 04:00:00+00,2018,4,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Sexual Abuse,809085,400212.97,138058.6,38.91038929,-76.99754448,,{8D7725A2-AA8D-4879-A034-C2538D715CA5},,,MPD,2024/02/16 21:02:52+00,4526,
-77.0262670160695,38.9013747226025,18054222,1000 block of New York Ave NW,2018/04/05 04:00:00+00,1746,2018/04/05 04:00:00+00,2018,4,2D,Ward 2,Race,White,Simple Assault,813022,397721.74,137057.37,38.90136694,-77.02626472,,{9897E43E-6806-4C90-86DF-413040EA81D9},,,MPD,2024/02/16 21:02:52+00,4527,
-77.0242089827079,38.9180764582471,18056813,900 block of Florida Ave NW,2018/04/10 04:00:00+00,0305,2018/04/10 04:00:00+00,2018,4,3D,Ward 1,Race,White,Simple Assault,815007,397900.75,138911.35,38.91806867,-77.02420669,,{0E741CB7-1F7A-4679-B0C0-B92E568EC5C1},,,MPD,2024/02/16 21:02:52+00,4528,
-77.0570374919127,38.9056671333183,18059835,1200 block of 28th ST NW,2018/04/14 04:00:00+00,2156,2018/04/14 04:00:00+00,2018,4,2D,Ward 2,Religion,Muslim,Damage/Defacing/Destruction of Property,810324,395052.94,137535.08,38.90565935,-77.05703519,,{394003D1-A82F-4E6E-9F4C-5640350D3BAE},,,MPD,2024/02/16 21:02:52+00,4529,
-77.0244008704367,38.9369769444542,18060233,3700 block of Georgia Ave NW,2018/04/15 04:00:00+00,1512,2018/04/15 04:00:00+00,2018,4,4D,Ward 4,Sexual Orientation,,Simple Assault,809816,397884.67,141009.47,38.93696915,-77.02439858,,{A64C68FC-FA12-400A-8094-0F5E6E326A49},,,MPD,2024/02/16 21:02:52+00,4530,
-77.0259933508063,38.9175616091082,18059930,2000 block of 10th St NW,2018/04/15 04:00:00+00,0031,2018/04/15 04:00:00+00,2018,4,3D,Ward 1,Sexual Orientation,,ADW,815400,397745.99,138854.24,38.91755382,-77.02599106,,{A806BABF-0D2F-49AB-9602-344352C41DD6},,,MPD,2024/02/16 21:02:52+00,4531,
-77.0288513747257,38.898321719872,18061553,1200 block of G St NW,2018/04/17 04:00:00+00,2038,2018/04/17 04:00:00+00,2018,4,2D,Ward 2,Ethnicity/National Origin,Black/African,Robbery,812027,397497.46,136718.53,38.89831393,-77.02884908,,{E6CF8EF5-E2F2-4217-AA29-38D8EFA8A53F},,,MPD,2024/02/16 21:02:52+00,4532,
-77.0223950389636,38.9232689492143,18063031,2500 block of Georgia Ave NW,2018/04/20 04:00:00+00,1118,2018/04/20 04:00:00+00,2018,4,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,802495,398058.2,139487.72,38.92326116,-77.02239275,,{2B360D6C-0D38-499F-804A-88C28F4814B4},,,MPD,2024/02/16 21:02:52+00,4533,
-77.042569950854,38.9056616800266,18063758,1800 block of M St NW,2018/04/21 04:00:00+00,1432,2018/04/21 04:00:00+00,2018,4,2D,Ward 2,Race,White,Threats,809121,396307.81,137533.79,38.90565389,-77.04256765,,{C82428D5-2505-4C29-A2C6-8E1C4E7040D0},,,MPD,2024/02/16 21:02:52+00,4534,
-77.0005737759929,38.8305283967138,18064464,4000 block of 4th ST SE,2018/04/22 04:00:00+00,2111,2018/04/22 04:00:00+00,2018,4,7D,Ward 8,Sexual Orientation,,Threats,811309,399950.37788591,129192.57989332,38.83052062,-77.0005715,,{E34A088C-E3F0-4893-ABBC-844CEFFFA39A},,,MPD,2024/02/16 21:02:52+00,4535,
-77.0329086728226,38.8891739078302,18068967,Unit block of 15th St SW,2018/04/30 04:00:00+00,1639,2018/04/30 04:00:00+00,2018,4,2D,Ward 2,Race,Black,Threats,803387,397145.14,135703.17,38.88916612,-77.03290638,,{17814246-9AD1-48B2-B55B-989D5B00CC9E},,,MPD,2024/02/16 21:02:52+00,4536,
-77.0328089267264,38.8991072856206,18078915,1400 block of New York Ave NW,2018/05/04 04:00:00+00,1630,2018/05/16 04:00:00+00,2018,5,2D,Ward 2,Race,Black,Threats,800698,397154.19,136805.85,38.8990995,-77.03280663,,{7B64CBB3-109A-4E0A-80C6-B30965AB80DF},,,MPD,2024/02/16 21:02:52+00,4537,
-77.0097166451117,38.824394485591,18076135,100 block of Galveston Pl SW,2018/05/11 04:00:00+00,2213,2018/05/12 04:00:00+00,2018,5,7D,Ward 8,Gender Identity/Expression,,Simple Assault,813921,399156.44543717,128511.71982869,38.82438671,-77.00971436,,{D20AB3C3-DA17-452D-A22A-70DC821B882A},,,MPD,2024/02/16 21:02:52+00,4538,
-77.0627655885721,38.9030148390458,18078733,1000 block of Wisconsin Ave NW,2018/05/16 04:00:00+00,1130,2018/05/16 04:00:00+00,2018,5,2D,Ward 2,Sexual Orientation,,Threats,803006,394555.9,137240.98,38.90300705,-77.06276329,,{CF61C4FE-DD5A-4DEE-8963-5DCED047524A},,,MPD,2024/02/16 21:02:52+00,4539,
-77.0074643616562,38.8755666299447,18080901,1200 block of Half St SE,2018/05/19 04:00:00+00,2310,2018/05/20 04:00:00+00,2018,5,1D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Threats,803104,399352.48879735,134192.16994596,38.87555885,-77.00746208,,{7A4B3717-3F1B-4901-AD90-EF009E9E3B0B},,,MPD,2024/02/16 21:02:52+00,4540,
-77.033641629808,38.9287511471784,18080756,1400 block of Irving St NW,2018/05/19 04:00:00+00,2000,2018/05/19 04:00:00+00,2018,5,3D,Ward 1,Sexual Orientation,,Simple Assault,809317,397083.17,140096.59,38.92874335,-77.03363933,,{8603092A-E5EA-47C5-9CF8-3EC3D3D6F324},,,MPD,2024/02/16 21:02:52+00,4541,
-77.0335833460482,38.9364954251309,18084660,1400 block of Perry Pl NW,2018/05/25 04:00:00+00,1430,2018/05/26 04:00:00+00,2018,5,4D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,809898,397088.54,140956.27,38.93648763,-77.03358105,,{8F6FE1BB-53D3-42ED-AC73-9789865E5687},,,MPD,2024/02/16 21:02:52+00,4542,
-77.0319524771756,38.9080463335711,18085566,1300 block of 14th St NW,2018/05/27 04:00:00+00,1828,2018/05/27 04:00:00+00,2018,5,3D,Ward 2,Sexual Orientation,,Simple Assault,802156,397228.83,137798.13,38.90803854,-77.03195018,,{8FBBF68F-82DD-4020-8E7B-15DF0D836805},,,MPD,2024/02/16 21:02:52+00,4543,
-77.0441753799882,38.9056622550916,18085245,1900 block of M St NW,2018/05/27 04:00:00+00,0310,2018/05/27 04:00:00+00,2018,5,2D,Ward 2,Race,Black,Simple Assault,813384,396168.56,137533.92,38.90565447,-77.04417308,,{BE050C37-55AC-472F-B22D-1F105ACB0A61},,,MPD,2024/02/16 21:02:52+00,4544,
-76.9955662664085,38.9013345319783,18088385,700 block of I St NE,2018/06/01 04:00:00+00,1045,2018/06/01 04:00:00+00,2018,6,1D,Ward 6,Sexual Orientation,,Simple Assault,807025,400384.79,137052.59,38.90132674,-76.99556398,,{98760158-E040-471E-8E87-5ABFF1850399},,,MPD,2024/02/16 21:02:52+00,4545,
-76.9931424855264,38.9222243975062,18088713,900 block of Rhode Island Ave NE,2018/06/01 04:00:00+00,1928,2018/06/01 04:00:00+00,2018,6,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Threats,814008,400594.86,139371.55,38.9222166,-76.9931402,,{B428E3D6-EC54-471F-BC17-A2E5B2A48E3A},,,MPD,2024/02/16 21:02:52+00,4546,
-76.989343004594,38.9059322645244,18090063,1100 block of Oates St NE,2018/06/04 04:00:00+00,0949,2018/06/04 04:00:00+00,2018,6,5D,Ward 5,Gender Identity/Expression,,Simple Assault,803650,400924.55,137563.02,38.90592447,-76.98934072,,{88D42C5D-FC2C-4D5E-BB15-EB5E2BE05C07},,,MPD,2024/02/16 21:02:52+00,4547,
-77.0189669312016,38.9627089236042,18091166,400 block of Peabody St NW,2018/06/05 04:00:00+00,2116,2018/06/05 04:00:00+00,2018,6,4D,Ward 4,Sexual Orientation,,Simple Assault,810754,398356.38,143865.84,38.96270112,-77.01896464,,{C61D2C4B-9055-498F-BD10-CE2EFD65BFE3},,,MPD,2024/02/16 21:02:52+00,4548,
-77.006274246213,38.9581976070872,18091675,5600 block of 1st St NE,2018/06/06 04:00:00+00,1736,2018/06/06 04:00:00+00,2018,6,4D,Ward 4,Race,Black,Threats,802341,399456.39,143364.89,38.95818981,-77.00627196,,{30119CC1-68E7-4489-A655-91C7E855C707},,,MPD,2024/02/16 21:02:52+00,4549,
-77.0219091818092,38.8913158883479,18091886,100 block of 7th St NW,2018/06/07 04:00:00+00,0004,2018/06/07 04:00:00+00,2018,6,1D,Ward 2,Sexual Orientation,,Simple Assault,800112,398099.48,135940.66,38.8913081,-77.02190689,,{DA93E195-F493-432B-B1AB-4A81746EE44F},,,MPD,2024/02/16 21:02:52+00,4550,
-76.9814929454214,38.8886805158735,18094124,1600 block of A St SE,2018/06/10 04:00:00+00,1650,2018/06/10 04:00:00+00,2018,6,1D,Ward 7,Race,White,Simple Assault,802308,401605.82591944,135648.04770731,38.88867273,-76.98149067,,{5E298262-3A30-4E96-9992-ABB50099184B},,,MPD,2024/02/16 21:02:52+00,4551,
-77.0375014904977,38.9126167791993,18094116,1600 block of R St NW,2018/06/10 04:00:00+00,1700,2018/06/10 04:00:00+00,2018,6,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,812936,396747.75,138305.67,38.91260899,-77.03749919,,{DA17E113-E134-44F6-AE6F-B1DC76306BA6},,,MPD,2024/02/16 21:02:52+00,4552,
-77.0852905898106,38.9599197636489,18097244,5300 block of Wisconsin Ave NW,2018/06/15 04:00:00+00,1423,2018/06/15 04:00:00+00,2018,6,2D,Ward 3,Race,Black,Simple Assault,810971,392607.98,143559.5,38.95991197,-77.08528828,,{43D0A412-272D-4E6F-8D3C-0EDCE5E45850},,,MPD,2024/02/16 21:02:52+00,4553,
-76.9513697187762,38.8921458704755,18097663,3800 block of Minnesota Ave NE,2018/06/16 04:00:00+00,0213,2018/06/16 04:00:00+00,2018,6,6D,Ward 7,Sexual Orientation,,Threats,804070,404219.04,136033.69,38.89213808,-76.95136745,,{25B9494C-6A84-458B-84E8-DF7F4752B490},,,MPD,2024/02/16 21:02:52+00,4554,
-77.0384868410645,38.9115051897783,18097619,1600 block of 17th St NW,2018/06/16 04:00:00+00,0040,2018/06/16 04:00:00+00,2018,6,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,808622,396662.24,138182.31,38.9114974,-77.03848454,,{A7B9E3A1-66B8-47EB-A782-D4CFCBC39E5E},,,MPD,2024/02/16 21:02:52+00,4555,
-77.0398166838034,38.9056617499926,18098318,1700 block of M St NW,2018/06/17 04:00:00+00,0402,2018/06/17 04:00:00+00,2018,6,2D,Ward 2,Gender Identity/Expression,,Simple Assault,800219,396546.62,137533.69,38.90565396,-77.03981439,,{5F8A3E8D-1A88-47C3-BB89-AA031458D262},,,MPD,2024/02/16 21:02:52+00,4556,
-76.9860941172875,38.8669573860339,18098804,1300 block of Good Hope Rd SE,2018/06/17 04:00:00+00,2215,2018/06/18 04:00:00+00,2018,6,6D,Ward 8,Gender Identity/Expression,,Robbery,815223,401207.00652707,133236.54517707,38.8669496,-76.98609184,,{934AF42E-AE02-42CE-A023-B71368DE13FD},,,MPD,2024/02/16 21:02:52+00,4557,
-77.0190519879302,38.9752966676571,18101936,7000 block of Blair Rd NW,2018/06/22 04:00:00+00,2001,2018/06/22 04:00:00+00,2018,6,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,815794,398349.3,145263.2,38.97528887,-77.01904969,,{04B37607-92A1-49A6-AB3F-B1A1D6A91A60},,,MPD,2024/02/16 21:02:52+00,4558,
-77.0319562731989,38.9031377717333,18104343,1000 block of 14th St NW,2018/06/26 04:00:00+00,1445,2018/06/26 04:00:00+00,2018,6,2D,Ward 2,Ethnicity/National Origin,Asian,ADW,804807,397228.31,137253.24,38.90312998,-77.03195398,,{B76A0CEC-2A1E-45F8-81EE-C52533107422},,,MPD,2024/02/16 21:02:52+00,4559,
-77.0628245946693,38.905609123613,18104966,1200 block of Wisconsin Ave NW,2018/06/27 04:00:00+00,1728,2018/06/27 04:00:00+00,2018,6,2D,Ward 2,Sexual Orientation,,Stalking,808614,394550.98,137528.97,38.90560134,-77.06282229,,{DCD53CA1-0C11-4CAC-8F01-986D238B778B},,,MPD,2024/02/16 21:02:52+00,4560,
-77.0163803756976,38.8850820376485,18106025,300 block of D St SW,2018/06/29 04:00:00+00,0658,2018/06/29 04:00:00+00,2018,6,1D,Ward 6,Ethnicity/National Origin,Arab/Middle Eastern,Damage/Defacing/Destruction of Property,801606,398579.00409263,135248.55362694,38.88507425,-77.01637809,,{5D7E23D9-933C-4DD9-82D4-44607C539549},,,MPD,2024/02/16 21:02:52+00,4561,
-77.0307884077483,38.9170078728893,18105958,1300 block of U St NW,2018/06/29 04:00:00+00,0117,2018/06/29 04:00:00+00,2018,6,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,ADW,804518,397330.13,138792.9,38.91700008,-77.03078611,,{A8B14838-FDE1-46B7-B829-7A04638E4C55},,,MPD,2024/02/16 21:02:52+00,4562,
-76.9895526297815,38.9372523369033,18106333,1200 block of Quincy St NE,2018/06/29 04:00:00+00,1817,2018/06/29 04:00:00+00,2018,6,5D,Ward 5,Race,White,Simple Assault,807243,400905.97,141039.81,38.93724454,-76.98955035,,{68B18793-2909-48C0-9B41-D1EE18BA2EF4},,,MPD,2024/02/16 21:02:52+00,4563,
-77.0620002480358,38.9051931978904,18106702,3100 block of M St NW,2018/06/29 04:00:00+00,2145,2018/06/30 04:00:00+00,2018,6,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,809180,394622.45,137482.75,38.90518541,-77.06199794,,{B644662E-5AFB-4DB8-BE5C-B67B859EFBC6},,,MPD,2024/02/16 21:02:52+00,4564,
-77.0653466409381,38.947322201428,18107476,4400 block of Connecticut Ave NW,2018/07/01 04:00:00+00,1711,2018/07/01 04:00:00+00,2018,7,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,801413,394335.54,142159.63,38.94731441,-77.06534433,,{D10F2131-C751-4511-8108-6E93B4476A15},,,MPD,2024/02/16 21:02:52+00,4565,
-77.0894460492012,38.9275359950147,18108146,4500 block of Garfield St NW,2018/07/02 04:00:00+00,1853,2018/07/02 04:00:00+00,2018,7,2D,Ward 3,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,804185,392244.3,139964.96,38.9275282,-77.08944374,,{5209A273-5204-439F-9782-0210C1CA4A58},,,MPD,2024/02/16 21:02:52+00,4566,
-77.0334934237363,38.9056537346817,18108061,1400 block of M St NW,2018/07/02 04:00:00+00,1714,2018/07/02 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,805104,397095.08,137532.58,38.90564595,-77.03349113,,{3697C838-7016-4334-938C-FC25C903BA0D},,,MPD,2024/02/16 21:02:52+00,4567,
-76.9529016841473,38.9198536655966,18110527,2400 block of Market St NE,2018/07/06 04:00:00+00,1309,2018/07/06 04:00:00+00,2018,7,5D,Ward 5,Race,Asian,Simple Assault,816653,404084.55,139109.41,38.91984587,-76.95289941,,{75E3FA21-5CFE-4F48-A3B5-DB86F3C3A6CB},,,MPD,2024/02/16 21:02:52+00,4568,
-77.0398117460589,38.9061102775018,18112174,1700 block of Rhode Island Ave NW,2018/07/09 04:00:00+00,0631,2018/07/09 04:00:00+00,2018,7,2D,Ward 2,Race,Black,Simple Assault,804685,396547.07,137583.48,38.90610249,-77.03980945,,{246292EB-92BB-48A4-9FF8-10A59636B9F9},,,MPD,2024/02/16 21:02:52+00,4569,
-77.0405835055617,38.8992139346053,18113700,1700 block of Pennsylvania Ave NW,2018/07/11 04:00:00+00,1546,2018/07/11 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Asian,Threats,814006,396479.79,136817.96,38.89920615,-77.04058121,,{910E783E-D4A8-4AA7-AF82-60FD0EF2E54F},,,MPD,2024/02/16 21:02:52+00,4570,
-77.0007669145637,38.8462475847074,18115852,3000 block of 5th ST SE,2018/07/14 04:00:00+00,2229,2018/07/15 04:00:00+00,2018,7,7D,Ward 8,Sexual Orientation,,Robbery,812068,399933.62268589,130937.51733494,38.84623981,-77.00076463,,{157DD250-AB91-4EB5-A509-A50D437A7AEE},,,MPD,2024/02/16 21:02:52+00,4571,
-77.0259937376112,38.8986931749471,18115984,700 block of 10th St NW,2018/07/15 04:00:00+00,0358,2018/07/15 04:00:00+00,2018,7,2D,Ward 2,Sexual Orientation,,Simple Assault,813083,397745.36,136759.69,38.89868539,-77.02599145,,{B6AC5C35-F61E-4E03-B542-296AA556AD36},,,MPD,2024/02/16 21:02:52+00,4572,
-77.0507607594464,38.9052690673131,18120309,2300 block of M St NW,2018/07/21 04:00:00+00,0001,2018/07/21 04:00:00+00,2018,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,815126,395597.34,137490.57,38.90526128,-77.05075846,,{B91A32B1-66D6-4BC9-B926-80F6C7BC13D7},,,MPD,2024/02/16 21:02:52+00,4573,
-77.0005796901607,38.8808769564604,18123007,700 block of 4th ST SE,2018/07/25 04:00:00+00,2300,2018/07/26 04:00:00+00,2018,7,1D,Ward 6,Race,White,Damage/Defacing/Destruction of Property,804913,399949.9,134781.63,38.88086917,-77.00057741,,{61AC9A42-1F52-44B2-8E15-3B69CF532B72},,,MPD,2024/02/16 21:02:52+00,4574,
-77.0229835388427,38.9029507962568,18124744,800 block of Mount Vernon Pl NW,2018/07/28 04:00:00+00,1700,2018/07/28 04:00:00+00,2018,7,3D,Ward 2,Sexual Orientation,,Simple Assault,813971,398006.6,137232.25,38.90294301,-77.02298125,,{3DB4EFA8-6A16-4163-B789-DBB6B6933680},,,MPD,2024/02/16 21:02:52+00,4575,
-77.0365523660639,38.9007803781646,18127751,800 block of 16th St NW,2018/07/30 04:00:00+00,1259,2018/08/02 04:00:00+00,2018,8,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,813038,396829.54,136991.7,38.90077259,-77.03655007,,{BF86F0A1-9162-47FA-AFEF-5195535B2CB0},,,MPD,2024/02/16 21:02:52+00,4576,
-76.9938186753938,38.8414373879598,18127579,3300 block of Wheeler Rd SE,2018/08/02 04:00:00+00,0752,2018/08/02 04:00:00+00,2018,8,7D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,807609,400536.83,130403.57,38.84142961,-76.9938164,,{8A5E4DD8-888F-4F54-8510-90B67830F6F6},,,MPD,2024/02/16 21:02:52+00,4577,
-77.0628245946693,38.905609123613,18129957,1200 block of Wisconsin Ave NW,2018/08/06 04:00:00+00,0141,2018/08/06 04:00:00+00,2018,8,2D,Ward 2,Race,Black,ADW,808614,394550.98,137528.97,38.90560134,-77.06282229,,{E387F3E8-BEAF-4681-9E67-E3DA3BDC37D7},,,MPD,2024/02/16 21:02:52+00,4578,
