X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-77.0219181406136,38.9140962176156,22049921,7th St NW and S St NW,2022/04/10 04:00:00+00,2100,2022/04/10 04:00:00+00,2022,4,3D,Ward 2,Sexual Orientation,,Robbery,905685,398099.31001219,138469.45999793,38.91408843,-77.02191585,,{D1920587-C654-406B-BD93-00C1EE8E95AC},,,MPD,2024/02/16 21:02:52+00,4872,
-77.0875928298298,38.9135171030334,22051202,4600 block of Reservoir Rd NW,2022/04/12 04:00:00+00,2200,2022/04/13 04:00:00+00,2022,4,2D,Ward 3,Ethnicity/National Origin,Ukrainian,Damage/Defacing/Destruction of Property,810217,392403.5,138408.59,38.91350932,-77.08759052,,{EBF906CA-1B2D-41DB-AF28-C521084EC2B6},,,MPD,2024/02/16 21:02:52+00,4873,
-77.0319549011012,38.9196324071323,22051097,2200 block of 14th St NW,2022/04/13 04:00:00+00,0436,2022/04/13 04:00:00+00,2022,4,3D,Ward 1,Gender Identity/Expression,,Threats,810063,397229.07,139084.28,38.91962462,-77.03195261,,{F787E32D-394E-4900-82D3-E9026D075031},,,MPD,2024/02/16 21:02:52+00,4874,
-77.0219174901236,38.9003493873766,22051342,800 block of 7th St NW,2022/04/13 04:00:00+00,1547,2022/04/13 04:00:00+00,2022,4,1D,Ward 2,Race,White,Threats,814889,398099,136943.45,38.9003416,-77.0219152,,{EFB708F2-7E52-4BC1-9EE5-55BFDD1AF486},,,MPD,2024/02/16 21:02:52+00,4875,
-77.0441489691382,38.9093726239182,22053332,Unit block of Dupont Cir NW,2022/04/17 04:00:00+00,1540,2022/04/17 04:00:00+00,2022,4,2D,Ward 2,Ethnicity/National Origin,Asian,Threats,810713,396171.05,137945.8,38.90936484,-77.04414667,,{E46B0DB2-266C-4F8D-B050-980E1FF5DEFF},,,MPD,2024/02/16 21:02:52+00,4876,
-76.9811392258674,38.836952700941,22057228,1300 block of Southern Ave SE,2022/04/21 04:00:00+00,1730,2022/04/25 04:00:00+00,2022,4,7D,Ward 8,Race,White,Threats,808913,401637.7,129905.89,38.83694492,-76.98113695,,{89B04292-3CAB-4209-8327-A17D1680465F},,,MPD,2024/02/16 21:02:52+00,4877,
-77.0073710293912,38.8713759280922,22055995,Unit block of Potomac Ave SE,2022/04/22 04:00:00+00,2205,2022/04/22 04:00:00+00,2022,4,1D,Ward 8,Sexual Orientation,,Simple Assault,815778,399360.55,133726.97,38.87136815,-77.00736875,,{CBD07B80-3A41-4D9B-A08E-56F4D2CB15E0},,,MPD,2024/02/16 21:02:52+00,4878,
-77.0106518894975,38.8720415761456,22056091,Half St SW and P St SW,2022/04/23 04:00:00+00,0109,2022/04/23 04:00:00+00,2022,4,1D,Ward 6,Ethnicity/National Origin,Asian,Simple Assault,900812,399075.8500131,133800.8900096,38.87203379,-77.0106496,,{983FE072-F442-4DDA-A2DD-0967FB57BE33},,,MPD,2024/02/16 21:02:52+00,4879,
-76.9881601722961,38.8664174351122,22057110,1200 block of U St SE,2022/04/24 04:00:00+00,2252,2022/04/25 04:00:00+00,2022,4,7D,Ward 8,Sexual Orientation,,Simple Assault,805680,401027.71366291,133176.58140102,38.86640965,-76.98815789,,{EC2B97CF-D72D-490C-945D-3C321026271E},,,MPD,2024/02/16 21:02:52+00,4880,
-77.0319555858751,38.914470001592,22056930,1800 block of 14th St NW,2022/04/24 04:00:00+00,1639,2022/04/24 04:00:00+00,2022,4,3D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,810471,397228.81,138511.21,38.91446221,-77.03195329,,{53D89E02-7D6E-4C17-A7E4-90D3049673A9},,,MPD,2024/02/16 21:02:52+00,4881,
-76.9780921487817,38.8654384647819,22057248,1800 block of Good Hope Rd SE,2022/04/24 04:00:00+00,1744,2022/04/25 04:00:00+00,2022,4,7D,Ward 8,Sexual Orientation,,Threats,811283,401901.49,133068.07,38.86543068,-76.97808987,,{E103D08A-816A-4DB9-ADA9-1C4A27524011},,,MPD,2024/02/16 21:02:52+00,4882,
-76.9998962063437,38.8316416650911,22057324,400 block of Condon Ter SE,2022/04/25 04:00:00+00,1534,2022/04/25 04:00:00+00,2022,4,7D,Ward 8,Gender Identity/Expression,,Simple Assault,809255,400009.21,129316.16,38.83163389,-76.99989393,,{857B045E-E6C3-4A27-AFAE-8ABB8D72DF76},,,MPD,2024/02/16 21:02:52+00,4883,
-76.9820138208199,38.9022155103478,22059476,900 block of Bladensburg Rd NE,2022/04/29 04:00:00+00,1127,2022/04/29 04:00:00+00,2022,4,5D,Ward 5,Ethnicity/National Origin,African,Simple Assault,814689,401560.34,137150.53,38.90220772,-76.98201154,,{0278F2E8-C56B-45E8-8DAC-1293F4EBCB40},,,MPD,2024/02/16 21:02:52+00,4884,
-77.0628245946693,38.905609123613,22063229,1200 block of Wisconsin Ave NW,2022/05/05 04:00:00+00,2335,2022/05/06 04:00:00+00,2022,5,2D,Ward 2,Religion,Muslim,Simple Assault,808614,394550.98,137528.97,38.90560134,-77.06282229,,{1F8D5CC0-9B10-472F-87D2-6A6AB5A7B271},,,MPD,2024/02/16 21:02:52+00,4885,
-77.0724240341009,38.9340701617786,22063443,3300 block of Wisconsin Ave NW,2022/05/06 04:00:00+00,1218,2022/05/06 04:00:00+00,2022,5,2D,Ward 3,Sexual Orientation,,Threats,811570,393720.86,140689,38.93406237,-77.07242173,,{0B502B27-C8F8-4F80-A5DF-FA021A822F60},,,MPD,2024/02/16 21:02:52+00,4886,
-76.9513697187762,38.8921458704755,22065645,3800 block of Minnesota Ave NE,2022/05/10 04:00:00+00,1845,2022/05/10 04:00:00+00,2022,5,6D,Ward 7,Gender Identity/Expression,,ADW,804070,404219.04,136033.69,38.89213808,-76.95136745,,{5227B91E-E937-4501-AB6C-246D70A559EB},,,MPD,2024/02/16 21:02:52+00,4887,
-77.03752812299,38.9025328250662,22067370,1600 block of K St NW,2022/05/13 04:00:00+00,1700,2022/05/13 04:00:00+00,2022,5,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,814017,396744.98,137186.27,38.90252504,-77.03752583,,{3B54DE80-0B5E-460E-BC9F-F2A71A53CB7D},,,MPD,2024/02/16 21:02:52+00,4888,
-77.0852905898106,38.9599197636489,22067801,5300 block of Wisconsin Ave NW,2022/05/14 04:00:00+00,1530,2022/05/14 04:00:00+00,2022,5,2D,Ward 3,Race,Black,Simple Assault,810971,392607.98,143559.5,38.95991197,-77.08528828,,{64C5EE14-C2EC-4D79-8E55-8B766DB99217},,,MPD,2024/02/16 21:02:52+00,4889,
-77.0365186600386,38.9115042000329,22071156,1600 block of 16th ST NW,2022/05/15 04:00:00+00,0400,2022/05/20 04:00:00+00,2022,5,3D,Ward 2,Gender Identity/Expression,,ADW,804188,396832.94,138182.13,38.91149641,-77.03651636,,{CAB0E282-46D4-40B3-86BE-4F3091D7F6E9},,,MPD,2024/02/16 21:02:52+00,4890,
-76.9938924769629,38.8630169752693,22069452,2400 block of Shannon Pl SE,2022/05/17 04:00:00+00,1748,2022/05/17 04:00:00+00,2022,5,7D,Ward 8,Gender Identity/Expression,,ADW,804145,400530.26271845,132799.05656867,38.86300919,-76.9938902,,{D1423EB6-4408-4E17-9DC4-64EAE74D1747},,,MPD,2024/02/16 21:02:52+00,4891,
-77.0151820328711,38.8967423374376,22069294,500 block of 3rd St NW,2022/05/17 04:00:00+00,1000,2022/05/17 04:00:00+00,2022,5,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,805387,398683.19,136542.92,38.89673455,-77.01517974,,{323227F2-0680-4C8A-92EA-2C20BDAB7D80},,,MPD,2024/02/16 21:02:52+00,4892,
-77.0441489691382,38.9093726239182,22070136,Unit block of Dupont Cir NW,2022/05/18 04:00:00+00,2142,2022/05/18 04:00:00+00,2022,5,2D,Ward 2,Race,White,Simple Assault,810713,396171.05,137945.8,38.90936484,-77.04414667,,{F3A2478C-7366-4C4C-B0D3-EDB93D578423},,,MPD,2024/02/16 21:02:52+00,4893,
-77.0345325831947,38.9181205264223,22071551,15th St NW and V St NW,2022/05/21 04:00:00+00,1644,2022/05/21 04:00:00+00,2022,5,3D,Ward 1,Sexual Orientation,,ADW,900726,397005.47001117,138916.53001435,38.91811274,-77.03453029,,{292E3BFB-5B48-4FE9-B842-FE09C6C05E84},,,MPD,2024/02/16 21:02:52+00,4894,
-77.0235327250886,38.9311336158076,22071912,3300 block of Georgia Ave NW,2022/05/22 04:00:00+00,1304,2022/05/22 04:00:00+00,2022,5,4D,Ward 1,Ethnicity/National Origin,Jewish,Simple Assault,812062,397959.77,140360.79,38.93112582,-77.02353043,,{135480A2-AEFA-48B1-A14E-8072A4CB05CA},,,MPD,2024/02/16 21:02:52+00,4895,
-77.0327321588336,38.9295246790098,22077469,3200 block of 14th St NW,2022/05/29 04:00:00+00,1830,2022/06/01 04:00:00+00,2022,6,3D,Ward 1,"Ethnicity/National Origin; Homelessness","Hispanic; Homelessness",ADW,800897,397162.06,140182.43,38.92951689,-77.03272986,,{4D07211D-5311-4427-B53C-41E13677DE2C},,,MPD,2024/02/16 21:02:52+00,4896,
-77.0013101374028,38.8989194673243,22075848,300 block of G St NE,2022/05/29 04:00:00+00,2228,2022/05/29 04:00:00+00,2022,5,1D,Ward 6,Gender Identity/Expression,,Simple Assault,801545,399886.55,136784.49,38.89891168,-77.00130785,,{ECC87702-7924-40D5-9878-93445F1CE299},,,MPD,2024/02/16 21:02:52+00,4897,
-76.9958555665263,38.8845521264952,22078595,700 block of Pennsylvania Ave SE,2022/06/03 04:00:00+00,1527,2022/06/03 04:00:00+00,2022,6,1D,Ward 6,Sexual Orientation,,Damage/Defacing/Destruction of Property,804857,400359.78,135189.61,38.88454434,-76.99585329,,{5450D273-9CFD-46DB-9C6A-B85514AB28A7},,,MPD,2024/02/16 21:02:52+00,4898,
-76.9924305480102,38.9229806023018,22082153,2500 block of 10th St NE,2022/06/09 04:00:00+00,2000,2022/06/09 04:00:00+00,2022,6,5D,Ward 5,Sexual Orientation,,Threats,805395,400656.59,139455.5,38.92297281,-76.99242827,,{BB8BE4E2-47F7-4017-B536-2094FD424C92},,,MPD,2024/02/16 21:02:52+00,4899,
-77.0005750593509,38.8925585751484,19106524,200 block of 4th St NE,2019/06/18 04:00:00+00,2130,2019/06/18 04:00:00+00,2019,6,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811646,399950.31,136078.38,38.89255079,-77.00057278,,{6F162CD0-866B-4187-9CB3-54CF27E4CE6D},,,MPD,2024/02/16 21:02:52+00,4900,
-77.0194131315518,38.9131991599594,19106766,500 block of Rhode Island Ave NW,2019/06/19 04:00:00+00,1146,2019/06/19 04:00:00+00,2019,6,3D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Threats,803669,398316.54,138369.83,38.91319137,-77.01941084,,{20099266-BFB0-42B8-8708-0507972C1E65},,,MPD,2024/02/16 21:02:52+00,4901,
-76.985609299072,38.9093068419503,19107406,1700 block of Montello Ave NE,2019/06/20 04:00:00+00,0902,2019/06/20 04:00:00+00,2019,6,5D,Ward 5,Sexual Orientation,,Simple Assault,808973,401248.34,137937.67,38.90929905,-76.98560702,,{D4991B8B-164E-4578-9762-7B375934D982},,,MPD,2024/02/16 21:02:52+00,4902,
-77.0434550360601,38.9047078200087,19110155,1100 block of 19th ST NW,2019/06/24 04:00:00+00,1420,2019/06/24 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,ADW,800787,396230.99,137427.94,38.90470003,-77.04345274,,{066B1DA6-3413-4204-B296-1D6385C4C33C},,,MPD,2024/02/16 21:02:52+00,4903,
-77.0028163616133,38.8748948089184,19111376,200 block of Tingey St SE,2019/06/26 04:00:00+00,1135,2019/06/26 04:00:00+00,2019,6,1D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Threats,815914,399755.81,134117.57,38.87488703,-77.00281408,,{4B0774D5-BBCC-4A64-ACE9-B9A967CBDE9E},,,MPD,2024/02/16 21:02:52+00,4904,
-77.0288515563742,38.9013359174236,19112787,1200 block of I St NW,2019/06/28 04:00:00+00,1343,2019/06/28 04:00:00+00,2019,6,2D,Ward 2,Sexual Orientation,,Threats,802095,397497.55,137053.13,38.90132813,-77.02884926,,{93E0C69F-01B6-49A0-A8F2-2B72F6FF5E7F},,,MPD,2024/03/26 18:27:47+00,4905,
-77.0096678278903,38.9056554334957,19113775,Unit block of M St NW,2019/06/29 04:00:00+00,2054,2019/06/29 04:00:00+00,2019,6,1D,Ward 6,Sexual Orientation,,ADW,800899,399161.64,137532.28,38.90564764,-77.00966554,,{AB4F8877-00F6-4D9F-AA98-9FD709C196A9},,,MPD,2024/02/16 21:02:52+00,4906,
-76.9814931791552,38.8875971357711,19115955,1600 block of Independence Ave SE,2019/07/02 04:00:00+00,1000,2019/07/03 04:00:00+00,2019,7,1D,Ward 7,Sexual Orientation,,Damage/Defacing/Destruction of Property,805605,401605.83004744,135527.7841232,38.88758935,-76.9814909,,{39E6B49F-401C-45B9-9E5D-3B009BA7BD53},,,MPD,2024/02/16 21:02:52+00,4907,
-77.0233002701335,38.9295372096197,19116312,3100 block of Georgia Ave NW,2019/07/03 04:00:00+00,1947,2019/07/03 04:00:00+00,2019,7,4D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,813003,397979.88,140183.57,38.92952942,-77.02329798,,{40BDADAC-AA4A-4F84-938C-818F9560F9C7},,,MPD,2024/02/16 21:02:52+00,4908,
-77.0005680885995,38.8280376464563,19116636,4200 block of 4th ST SE,2019/07/04 04:00:00+00,1028,2019/07/04 04:00:00+00,2019,7,7D,Ward 8,Sexual Orientation,,Threats,813557,399950.87,128916.09,38.82802987,-77.00056581,,{9567D9C8-96C0-4AEB-867B-815E59FEE774},,,MPD,2024/02/16 21:02:52+00,4909,
-77.0336490045723,38.8937918401015,19118211,300 block of 15th St NW,2019/07/06 04:00:00+00,1600,2019/07/06 04:00:00+00,2019,7,2D,Ward 2,Political Affiliation,,Robbery,800891,397081.1,136215.82,38.89378405,-77.03364671,,{F123C468-2589-467F-80C8-80F012A0F53D},,,MPD,2024/02/16 21:02:52+00,4910,
-77.033641629808,38.9287511471784,19118932,1400 block of Irving St NW,2019/07/07 04:00:00+00,2141,2019/07/08 04:00:00+00,2019,7,3D,Ward 1,Race,White,Simple Assault,809317,397083.17,140096.59,38.92874335,-77.03363933,,{AAC29E52-0DCF-4954-A25A-13DC338C5397},,,MPD,2024/02/16 21:02:52+00,4911,
-77.0289227622157,38.9097671765406,19122014,Unit block of Logan Cir NW,2019/07/12 04:00:00+00,1638,2019/07/12 04:00:00+00,2019,7,3D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,811181,397491.67,137989.07,38.90975939,-77.02892047,,{0D998FF9-5B50-462F-95A9-9C7A6B9B2F29},,,MPD,2024/02/16 21:02:52+00,4912,
-77.0394521495712,38.9019393511348,19122794,900 block of 17th St NW,2019/07/13 04:00:00+00,1755,2019/07/13 04:00:00+00,2019,7,1D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,ADW,803806,396578.06,137120.46,38.90193156,-77.03944985,,{5B30BF40-E1BF-43A1-82E5-6D9392B17DEC},,,MPD,2024/02/16 21:02:52+00,4913,
-77.0596116855645,38.902600214737,19123410,3000 block of K St NW,2019/07/14 04:00:00+00,2033,2019/07/14 04:00:00+00,2019,7,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,801873,394829.44,137194.77,38.90259243,-77.05960938,,{50887CD9-0EBF-4A6E-8B68-7750C28D6CAA},,,MPD,2024/02/16 21:02:52+00,4914,
-77.0265146738051,38.9085811685666,19124744,1000 block of O St NW,2019/07/16 04:00:00+00,2025,2019/07/16 04:00:00+00,2019,7,3D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,800010,397700.49,137857.35,38.90857338,-77.02651238,,{27BB24B5-C782-424E-B4AD-D60C9F4287E2},,,MPD,2024/02/16 21:02:52+00,4915,
-77.0336496550847,38.8968815301072,19127683,500 block of 15th St NW,2019/07/21 04:00:00+00,1129,2019/07/21 04:00:00+00,2019,7,2D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,807294,397081.17,136558.8,38.89687374,-77.03364736,,{1CDB5563-FAAD-4FD8-8EC6-5DE0F57EA6D4},,,MPD,2024/02/16 21:02:52+00,4916,
-76.9513697187762,38.8921458704755,19135590,3800 block of Minnesota Ave NE,2019/08/02 04:00:00+00,0320,2019/08/02 04:00:00+00,2019,8,6D,Ward 7,Gender Identity/Expression,,Robbery,804070,404219.04,136033.69,38.89213808,-76.95136745,,{DC3A857D-0ED3-4467-8990-08F4B9224191},,,MPD,2024/02/16 21:02:52+00,4917,
-77.0249774584436,38.8961392550061,19136923,900 block of E St NW,2019/08/04 04:00:00+00,0625,2019/08/04 04:00:00+00,2019,8,2D,Ward 2,Ethnicity/National Origin,Black/African,Damage/Defacing/Destruction of Property,810366,397833.44,136476.16,38.89613147,-77.02497517,,{F0AF2AD9-AB37-41C9-8D32-55BB28E20021},,,MPD,2024/02/16 21:02:52+00,4918,
-77.0106775231277,38.9085742307433,20110164,Unit block of O St NW,2020/08/02 04:00:00+00,1018,2020/08/02 04:00:00+00,2020,8,3D,Ward 5,Sexual Orientation,,Threats,809161,399074.1,137856.3,38.90856644,-77.01067524,,{A8B7D7AE-1547-4E6D-BE0A-EAE190DDF32B},,,MPD,2024/02/16 21:02:52+00,4919,
-77.0441489691382,38.9093726239182,20110250,Unit block of Dupont Cir NW,2020/08/02 04:00:00+00,1500,2020/08/02 04:00:00+00,2020,8,2D,Ward 2,Sexual Orientation,,Simple Assault,810713,396171.05,137945.8,38.90936484,-77.04414667,,{A0D1A1B7-FA0E-494C-9220-371D00DE60C6},,,MPD,2024/02/16 21:02:52+00,4920,
-77.0429769280724,38.9205854674936,20111972,1800 block of Belmont Rd NW,2020/08/05 04:00:00+00,2028,2020/08/05 04:00:00+00,2020,8,3D,Ward 1,Sexual Orientation,,Simple Assault,815376,396273.29,139190.47,38.92057768,-77.04297463,,{2590D01A-86FC-4F24-ABFC-9B2C7E6752DA},,,MPD,2024/02/16 21:02:52+00,4921,
-77.0363867912751,38.9651327041674,20114260,6100 block of 16th St NW,2020/08/10 04:00:00+00,1430,2020/08/10 04:00:00+00,2020,8,2D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Threats,800279,396846.75,144135.36,38.9651249,-77.03638449,,{0F68A80C-4B2F-4A02-80CE-EEBBBA9623F1},,,MPD,2024/02/16 21:02:52+00,4922,
-76.9831442637315,38.9004628325411,20114564,800 block of Bladensburg Rd NE,2020/08/11 04:00:00+00,0711,2020/08/11 04:00:00+00,2020,8,5D,Ward 5,Sexual Orientation,,Threats,808465,401462.32,136955.95,38.90045504,-76.98314199,,{07C95F90-8D68-4079-B04A-91846893E20B},,,MPD,2024/02/16 21:02:52+00,4923,
-77.0413007310602,38.9216247320086,20118216,2300 block of Champlain St NW,2020/08/18 04:00:00+00,2129,2020/08/19 04:00:00+00,2020,8,3D,Ward 1,Sexual Orientation,,Threats,813215,396418.7,139305.77,38.92161694,-77.04129843,,{F2BAB30F-5821-4F0E-8BFF-A5AF9B56A841},,,MPD,2024/02/16 21:02:52+00,4924,
-76.9344306100397,38.8858114149919,20118372,4700 block of C St SE,2020/08/19 04:00:00+00,0941,2020/08/19 04:00:00+00,2020,8,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,806934,405689.07001923,135331.43548302,38.88580363,-76.93442835,,{773DBD5E-5DF8-43FB-A7D0-9EFDAD137669},,,MPD,2024/02/16 21:02:52+00,4925,
-77.0306137843991,38.9096510785258,20120522,1300 block of P St NW,2020/08/23 04:00:00+00,1601,2020/08/23 04:00:00+00,2020,8,3D,Ward 2,Sexual Orientation,,Threats,805731,397345,137976.23,38.90964329,-77.03061149,,{66067E5F-E6F4-4C8C-8258-AA9CAAB644A2},,,MPD,2024/02/16 21:02:52+00,4926,
-77.0265375196193,38.9817541962763,20121378,7500 block of Georgia Ave NW,2020/08/25 04:00:00+00,1145,2020/08/25 04:00:00+00,2020,8,4D,Ward 4,Gender Identity/Expression,,Threats,800507,397700.87,145980.21,38.98174639,-77.02653522,,{E2F94EDF-EF37-4623-8525-A7CC8F2D589D},,,MPD,2024/02/16 21:02:52+00,4927,
-76.9476497764775,38.8966636721616,20121347,4000 block of Minnesota Ave NE,2020/08/25 04:00:00+00,1057,2020/08/25 04:00:00+00,2020,8,6D,Ward 7,Gender Identity/Expression,,Threats,816435,404541.47,136535.38,38.89665588,-76.94764751,,{83C5B7F8-5C3D-47EF-AD23-AF6A2DC0D153},,,MPD,2024/02/16 21:02:52+00,4928,
-77.0345748527497,38.9046993450181,20124652,1100 block of 15th St NW,2020/08/31 04:00:00+00,2224,2020/08/31 04:00:00+00,2020,8,2D,Ward 2,Sexual Orientation,,ADW,806141,397001.24,137426.67,38.90469156,-77.03457256,,{D956A93F-616A-4234-B5CF-6CFC8E1C28EE},,,MPD,2024/02/16 21:02:52+00,4929,
-76.9998962063437,38.8316416650911,20125104,400 block of Condon Ter SE,2020/09/01 04:00:00+00,2041,2020/09/01 04:00:00+00,2020,9,7D,Ward 8,Sexual Orientation,,Threats,809255,400009.21,129316.16,38.83163389,-76.99989393,,{FA385055-3F41-4CE5-AE88-9F4EE91C4ECD},,,MPD,2024/02/16 21:02:52+00,4930,
-77.0259456886982,38.9386887287748,20126270,900 block of Randolph St NW,2020/09/04 04:00:00+00,0924,2020/09/04 04:00:00+00,2020,9,4D,Ward 4,Race,Black,Threats,801436,397750.79,141199.53,38.93868093,-77.02594339,,{3938C6E3-3D72-4D84-A2FA-C9E5C30A8127},,,MPD,2024/02/16 21:02:52+00,4931,
-76.9852894837467,38.9108942525027,20127423,1800 block of West Virginia Ave NE,2020/09/06 04:00:00+00,1216,2020/09/06 04:00:00+00,2020,9,5D,Ward 5,Gender Identity/Expression,,Simple Assault,809754,401276.05,138113.89,38.91088646,-76.9852872,,{ECC56C84-8D3C-40DA-9CE9-48FC63C369AA},,,MPD,2024/02/16 21:02:52+00,4932,
-77.0275623948073,38.9170066965776,20129748,1100 block of U St NW,2020/09/10 04:00:00+00,2310,2020/09/11 04:00:00+00,2020,9,3D,Ward 1,Gender Identity/Expression,,ADW,812182,397609.9,138792.68,38.91699891,-77.0275601,,{2ED16BFB-6B42-47AB-AE63-D3C74B969CDC},,,MPD,2024/02/16 21:02:52+00,4933,
-77.0278094123802,38.9546226005475,20130981,5400 block of Georgia Ave NW,2020/09/13 04:00:00+00,1302,2020/09/13 04:00:00+00,2020,9,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Damage/Defacing/Destruction of Property,805640,397589.75,142968.38,38.9546148,-77.02780712,,{4F4FFAAC-4D71-481D-BDB3-62E0D0C04862},,,MPD,2024/02/16 21:02:52+00,4934,
-77.0090713590883,38.9042146854673,22083267,1100 block of North Capitol St NE,2022/06/11 04:00:00+00,2230,2022/06/11 04:00:00+00,2022,6,5D,Ward 6,Gender Identity/Expression,,Simple Assault,811622,399213.36,137372.34,38.9042069,-77.00906907,,{C3893A63-16E8-4D78-AE2C-C95D76883787},,,MPD,2024/02/16 21:02:52+00,4935,
-77.0710389095279,38.9196743674304,22083618,2200 block of Wisconsin Ave NW,2022/06/12 04:00:00+00,1657,2022/06/12 04:00:00+00,2022,6,2D,Ward 3,Ethnicity/National Origin,Asian,Simple Assault,806639,393839.71,139090.85,38.91966658,-77.0710366,,{C0EB73F0-EB45-4CC2-874B-834189932A52},,,MPD,2024/02/16 21:02:52+00,4936,
-76.9399952268278,38.909629142851,22084642,4400 block of Polk St NE,2022/06/13 04:00:00+00,1500,2022/06/14 04:00:00+00,2022,6,6D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,802068,405204.54,137975.06,38.90962135,-76.93999296,,{3BAC7136-A052-452A-8097-E7C1C9A6CC7C},,,MPD,2024/02/16 21:02:52+00,4937,
-77.0739687854647,38.9523428728508,22084137,3800 block of Fort Dr NW,2022/06/13 04:00:00+00,1658,2022/06/13 04:00:00+00,2022,6,2D,Ward 3,Ethnicity/National Origin,Jewish,Stalking,804558,393588.57,142717.54,38.95233508,-77.07396648,,{26C47ED8-C5CC-4996-85E3-5840B60428E2},,,MPD,2024/02/16 21:02:52+00,4938,
-76.9741786988524,38.9014986878159,22092979,800 block of 21st St NE,2022/06/13 04:00:00+00,1937,2022/06/30 04:00:00+00,2022,6,5D,Ward 5,Sexual Orientation,,Threats,805661,402239.99,137071.12,38.9014909,-76.97417642,,{5E4BE7A3-7668-44AD-BCE1-39559A2BED1C},,,MPD,2024/02/16 21:02:52+00,4939,
-76.9815556582626,38.8465455053289,22085573,1500 block of Alabama Ave SE,2022/06/16 04:00:00+00,0832,2022/06/16 04:00:00+00,2022,6,7D,Ward 8,Gender Identity/Expression,,Simple Assault,805076,401601.33,130970.75,38.84653773,-76.98155338,,{91177A17-C13C-4CE6-B479-B88CFF2FBB7C},,,MPD,2024/02/16 21:02:52+00,4940,
-76.9930829897056,38.9245182730794,22085652,800 block of Evarts St NE,2022/06/16 04:00:00+00,1041,2022/06/16 04:00:00+00,2022,6,5D,Ward 5,Gender Identity/Expression,,Threats,810418,400600,139626.19,38.92451048,-76.99308071,,{ACCBCA11-B66A-4F9B-A475-B08FBF707891},,,MPD,2024/02/16 21:02:52+00,4941,
-76.9741761501253,38.8978388252208,22088005,600 block of 21st St NE,2022/06/20 04:00:00+00,1840,2022/06/20 04:00:00+00,2022,6,5D,Ward 7,Sexual Orientation,,Simple Assault,806553,402240.32601603,136664.84614026,38.89783104,-76.97417387,,{29DE34B3-3AC1-400E-B46E-E84A8B4B5F99},,,MPD,2024/02/16 21:02:52+00,4942,
-76.969072638972,38.8578866471704,22093834,2500 block of Alabama Ave SE,2022/07/01 04:00:00+00,1505,2022/07/01 04:00:00+00,2022,7,7D,Ward 8,Sexual Orientation,,Threats,807964,402684.54,132229.99,38.85787887,-76.96907037,,{EFBC0997-10CD-4BFE-8CBA-5E07E590454F},,,MPD,2024/02/16 21:02:52+00,4943,
-76.9741706485476,38.8992156973423,22097395,700 block of 21st St NE,2022/07/02 04:00:00+00,0736,2022/07/02 04:00:00+00,2022,7,5D,Ward 5,Gender Identity/Expression,,Threats,802896,402240.76,136817.69,38.89920791,-76.97416837,,{5F05EF76-45DE-4B16-9ED7-C51A7012C0B0},,,MPD,2024/02/16 21:02:52+00,4944,
-77.0189309797173,38.9003438739552,22094700,800 block of 5th St NW,2022/07/03 04:00:00+00,0808,2022/07/03 04:00:00+00,2022,7,1D,Ward 6,Sexual Orientation,,Simple Assault,801612,398358.06,136942.78,38.90033609,-77.01892869,,{7593C310-DE98-418C-8E85-4C1FAAE9BD2E},,,MPD,2024/02/16 21:02:52+00,4945,
-77.0319562731989,38.9031377717333,22098196,1000 block of 14th St NW,2022/07/09 04:00:00+00,2049,2022/07/09 04:00:00+00,2022,7,2D,Ward 2,Sexual Orientation,,Simple Assault,804807,397228.31,137253.24,38.90312998,-77.03195398,,{A6AC4784-25A8-47A9-8AC5-CC667E449284},,,MPD,2024/02/16 21:02:52+00,4946,
